Date,High,Low,Open,Close,Volume,Adj Close
2020-03-25,9722.3701171875,9426.4296875,9426.4296875,9644.75,3565400,9644.75
2020-03-26,9739.73046875,9565.01953125,9667.1396484375,9736.3603515625,2795400,9736.3603515625
2020-03-27,9954.8603515625,9691.1396484375,9807.900390625,9698.919921875,3349400,9698.919921875
2020-03-30,9655.7001953125,9415.51953125,9571.2197265625,9629.4296875,2274000,9629.4296875
2020-03-31,9789.8095703125,9630.2998046875,9689.6201171875,9708.0595703125,2882300,9708.0595703125
2020-04-01,9736.0,9663.6298828125,9726.2001953125,9663.6298828125,2434800,9663.6298828125
2020-04-06,9818.740234375,9651.51953125,9707.75,9818.740234375,2987300,9818.740234375
2020-04-07,10039.150390625,9928.16015625,9928.16015625,9996.3896484375,3205000,9996.3896484375
2020-04-08,10149.759765625,9984.66015625,10010.6396484375,10137.4697265625,3117000,10137.4697265625
2020-04-09,10246.83984375,10092.3603515625,10173.259765625,10119.4296875,3058700,10119.4296875
2020-04-10,10165.1201171875,10103.76953125,10105.4296875,10157.6103515625,2365200,10157.6103515625
2020-04-13,10179.400390625,10080.650390625,10147.5595703125,10099.2197265625,2456300,10099.2197265625
2020-04-14,10344.1298828125,10130.650390625,10130.650390625,10332.9404296875,2847000,10332.9404296875
2020-04-15,10461.83984375,10366.76953125,10366.76953125,10447.2099609375,3333800,10447.2099609375
2020-04-16,10425.2900390625,10317.1298828125,10385.7802734375,10375.48046875,2770300,10375.48046875
2020-04-17,10710.150390625,10552.580078125,10554.5498046875,10597.0400390625,3725200,10597.0400390625
2020-04-20,10637.6396484375,10542.9599609375,10612.4501953125,10586.7099609375,2298700,10586.7099609375
2020-04-21,10544.7998046875,10278.9501953125,10544.7998046875,10288.419921875,3392700,10288.419921875
2020-04-22,10310.849609375,10140.08984375,10256.1103515625,10307.740234375,2531000,10307.740234375
2020-04-23,10462.7001953125,10294.8798828125,10370.1298828125,10366.509765625,2633300,10366.509765625
2020-04-24,10386.9296875,10324.2001953125,10367.9697265625,10347.3603515625,2400100,10347.3603515625
2020-04-27,10578.9599609375,10407.490234375,10407.490234375,10567.26953125,3281100,10567.26953125
2020-04-28,10620.51953125,10537.7099609375,10580.25,10616.0595703125,3260300,10616.0595703125
2020-04-29,10794.830078125,10656.400390625,10656.400390625,10772.2197265625,3529100,10772.2197265625
2020-04-30,11012.7802734375,10826.259765625,10826.259765625,10992.1396484375,3909100,10992.1396484375
2020-05-04,10781.509765625,10658.5,10781.509765625,10720.48046875,3113100,10720.48046875
2020-05-05,10833.5302734375,10735.009765625,10756.9501953125,10774.6103515625,2817200,10774.6103515625
2020-05-06,10828.73046875,10708.099609375,10771.08984375,10774.98046875,3137600,10774.98046875
2020-05-07,10890.8701171875,10775.16015625,10778.5302734375,10842.919921875,2849600,10842.919921875
2020-05-08,10970.7001953125,10883.2197265625,10883.2197265625,10901.419921875,3169900,10901.419921875
2020-05-11,11039.1103515625,10942.1796875,10942.1796875,11013.259765625,3370600,11013.259765625
2020-05-12,10974.509765625,10854.509765625,10974.509765625,10879.4697265625,3047800,10879.4697265625
2020-05-13,10938.26953125,10828.9296875,10861.009765625,10938.26953125,2677400,10938.26953125
2020-05-14,10894.169921875,10777.4599609375,10894.169921875,10780.8798828125,3054300,10780.8798828125
2020-05-15,10904.009765625,10730.5498046875,10833.16015625,10814.919921875,2749400,10814.919921875
2020-05-18,10812.8701171875,10730.7001953125,10753.2099609375,10740.5498046875,2716100,10740.5498046875
2020-05-19,10924.7900390625,10812.7900390625,10812.7900390625,10860.4404296875,3048200,10860.4404296875
2020-05-20,10933.98046875,10860.150390625,10892.759765625,10907.7998046875,2731300,10907.7998046875
2020-05-21,11021.66015625,10933.2099609375,10933.2099609375,11008.3095703125,2787700,11008.3095703125
2020-05-22,10977.5498046875,10804.5595703125,10977.5498046875,10811.150390625,2923700,10811.150390625
2020-05-25,10874.5400390625,10719.25,10812.9404296875,10871.1796875,2222100,10871.1796875
2020-05-26,11046.2197265625,10903.3203125,10903.3203125,10997.2099609375,2886300,10997.2099609375
2020-05-27,11069.7197265625,10972.25,11023.9296875,11014.66015625,2794500,11014.66015625
2020-05-28,11087.5302734375,10915.2998046875,11040.6201171875,10944.1904296875,3122300,10944.1904296875
2020-05-29,10965.0302734375,10861.900390625,10921.16015625,10942.16015625,3589800,10942.16015625
2020-06-01,11109.2900390625,10971.400390625,10971.400390625,11079.01953125,2655700,11079.01953125
2020-06-02,11170.490234375,11102.9697265625,11109.26953125,11127.9296875,2754300,11127.9296875
2020-06-03,11330.51953125,11182.51953125,11182.51953125,11320.16015625,3776100,11320.16015625
2020-06-04,11425.419921875,11341.580078125,11373.9404296875,11393.23046875,3539700,11393.23046875
2020-06-05,11482.3603515625,11411.9404296875,11418.009765625,11479.400390625,3400800,11479.400390625
2020-06-08,11631.8896484375,11528.4404296875,11539.0,11610.3203125,3822500,11610.3203125
2020-06-09,11640.4501953125,11537.3798828125,11600.6103515625,11637.1103515625,3023600,11637.1103515625
2020-06-10,11740.900390625,11621.01953125,11635.990234375,11720.16015625,3477600,11720.16015625
2020-06-11,11771.1201171875,11516.58984375,11738.490234375,11535.76953125,4457500,11535.76953125
2020-06-12,11442.2998046875,11244.6396484375,11406.5400390625,11429.9404296875,3367500,11429.9404296875
2020-06-15,11469.83984375,11299.4501953125,11436.2802734375,11306.259765625,3034000,11306.259765625
2020-06-16,11542.25,11380.669921875,11380.669921875,11511.6396484375,2915500,11511.6396484375
2020-06-17,11550.3203125,11482.3203125,11525.5,11534.58984375,3138800,11534.58984375
2020-06-18,11567.419921875,11485.3896484375,11534.2001953125,11548.330078125,3404900,11548.330078125
2020-06-19,11584.8798828125,11542.3701171875,11557.26953125,11549.8603515625,4580400,11549.8603515625
2020-06-22,11632.8798828125,11553.91015625,11553.91015625,11572.9296875,2950700,11572.9296875
2020-06-23,11679.400390625,11530.849609375,11618.419921875,11612.3603515625,3057500,11612.3603515625
2020-06-24,11701.23046875,11637.7900390625,11647.8603515625,11660.669921875,2861900,11660.669921875
2020-06-29,11608.7998046875,11500.650390625,11608.7998046875,11542.6201171875,2922300,11542.6201171875
2020-06-30,11638.0,11563.599609375,11563.599609375,11621.240234375,2935300,11621.240234375
2020-07-01,11736.3896484375,11622.6396484375,11622.6396484375,11703.419921875,2868400,11703.419921875
2020-07-02,11805.2099609375,11690.9501953125,11694.099609375,11805.1396484375,3060100,11805.1396484375
2020-07-03,11933.58984375,11857.900390625,11857.900390625,11909.16015625,3536100,11909.16015625
2020-07-06,12116.7001953125,11941.83984375,11941.83984375,12116.7001953125,4451500,12116.7001953125
2020-07-07,12249.9501953125,12028.5703125,12176.7900390625,12092.9697265625,4263000,12092.9697265625
2020-07-08,12190.26953125,12083.83984375,12086.1298828125,12170.1904296875,3598500,12170.1904296875
2020-07-09,12273.4296875,12181.33984375,12222.900390625,12192.6904296875,3882900,12192.6904296875
2020-07-10,12253.580078125,12030.2001953125,12250.4404296875,12073.6796875,4166700,12073.6796875
2020-07-13,12216.240234375,12109.6103515625,12109.6103515625,12211.5595703125,3558300,12211.5595703125
2020-07-14,12228.3095703125,12143.91015625,12202.8896484375,12209.009765625,3333000,12209.009765625
2020-07-15,12320.48046875,12162.51953125,12233.990234375,12202.849609375,3905800,12202.849609375
2020-07-16,12220.9296875,12107.0400390625,12173.0400390625,12157.740234375,3196600,12157.740234375
2020-07-17,12266.9296875,12144.6201171875,12195.7197265625,12181.5595703125,3396200,12181.5595703125
2020-07-20,12221.330078125,12065.7998046875,12205.25,12174.5400390625,2819300,12174.5400390625
2020-07-21,12450.16015625,12242.3203125,12242.3203125,12397.5498046875,3529000,12397.5498046875
2020-07-22,12486.9501953125,12389.400390625,12389.759765625,12473.26953125,3424000,12473.26953125
2020-07-23,12429.759765625,12347.8603515625,12423.01953125,12413.0400390625,3426700,12413.0400390625
2020-07-24,12502.83984375,12266.5498046875,12467.4296875,12304.0400390625,3996200,12304.0400390625
2020-07-27,12686.3603515625,12586.91015625,12618.6904296875,12588.2998046875,3687300,12588.2998046875
2020-07-28,13031.7001953125,12533.1904296875,12951.7197265625,12586.73046875,4457700,12586.73046875
2020-07-29,12660.8701171875,12488.009765625,12530.740234375,12540.9697265625,3067000,12540.9697265625
2020-07-30,12769.4697265625,12616.830078125,12691.8603515625,12722.919921875,3244900,12722.919921875
2020-07-31,12733.48046875,12635.7099609375,12653.4599609375,12664.7998046875,3171700,12664.7998046875
2020-08-03,12673.01953125,12506.58984375,12642.73046875,12513.0302734375,3391600,12513.0302734375
2020-08-04,12709.919921875,12577.8798828125,12577.8798828125,12709.919921875,3465700,12709.919921875
2020-08-05,12816.3896484375,12739.990234375,12762.33984375,12802.2998046875,3917200,12802.2998046875
2020-08-06,12971.8701171875,12851.2001953125,12894.240234375,12913.5,4098100,12913.5
2020-08-07,12912.6298828125,12791.1796875,12901.4296875,12828.8701171875,3831300,12828.8701171875
2020-08-10,12933.16015625,12786.7998046875,12786.7998046875,12894.0,3952000,12894.0
2020-08-11,12906.009765625,12780.1904296875,12856.4599609375,12780.1904296875,3726400,12780.1904296875
2020-08-12,12730.9599609375,12625.5400390625,12713.6298828125,12670.349609375,3440300,12670.349609375
2020-08-13,12812.7998046875,12717.1298828125,12758.8701171875,12763.1298828125,3631900,12763.1298828125
2020-08-14,12801.3095703125,12679.1904296875,12709.9697265625,12795.4599609375,3896200,12795.4599609375
2020-08-17,12956.1103515625,12800.6904296875,12813.9404296875,12956.1103515625,4310300,12956.1103515625
2020-08-18,12981.580078125,12840.25,12974.9599609375,12872.1396484375,3911700,12872.1396484375
2020-08-19,12950.1103515625,12778.6396484375,12904.83984375,12778.6396484375,4459400,12778.6396484375
2020-08-20,12764.75,12144.759765625,12764.75,12362.6396484375,6063400,12362.6396484375
2020-08-21,12638.650390625,12462.51953125,12462.51953125,12607.83984375,3778800,12607.83984375
2020-08-24,12702.9404296875,12567.9501953125,12629.7802734375,12647.1298828125,3397300,12647.1298828125
2020-08-25,12814.5595703125,12698.849609375,12706.400390625,12758.25,3891600,12758.25
2020-08-26,12833.2900390625,12734.6904296875,12768.9599609375,12833.2900390625,3413200,12833.2900390625
2020-08-27,12960.6796875,12786.4501953125,12888.650390625,12797.3095703125,4956500,12797.3095703125
2020-08-28,12799.16015625,12674.5703125,12759.2998046875,12728.849609375,3774200,12728.849609375
2020-08-31,12831.3798828125,12591.4501953125,12763.4404296875,12591.4501953125,4820400,12591.4501953125
2020-09-01,12703.2802734375,12565.830078125,12617.3896484375,12703.2802734375,4070500,12703.2802734375
2020-09-02,12802.6103515625,12646.4697265625,12772.4296875,12699.5,3968600,12699.5
2020-09-03,12857.7900390625,12732.3203125,12774.9697265625,12757.9697265625,5711400,12757.9697265625
2020-09-04,12655.669921875,12559.7802734375,12645.919921875,12637.9501953125,5122000,12637.9501953125
2020-09-07,12725.0498046875,12575.3603515625,12645.9296875,12601.400390625,5406000,12601.400390625
2020-09-08,12702.5498046875,12614.7197265625,12637.419921875,12663.5595703125,4243200,12663.5595703125
2020-09-09,12616.5703125,12480.5,12592.1796875,12608.580078125,4223700,12608.580078125
2020-09-10,12708.6396484375,12650.400390625,12665.740234375,12691.75,4738300,12691.75
2020-09-11,12701.7900390625,12616.6796875,12697.4599609375,12675.9501953125,4644800,12675.9501953125
2020-09-14,12793.0703125,12680.41015625,12680.41015625,12787.8203125,3515300,12787.8203125
2020-09-15,12857.73046875,12773.23046875,12787.419921875,12845.650390625,3475900,12845.650390625
2020-09-16,13021.6796875,12948.7197265625,12989.8095703125,12976.759765625,3609400,12976.759765625
2020-09-17,12972.51953125,12851.51953125,12920.150390625,12872.740234375,3259900,12872.740234375
2020-09-18,12927.8095703125,12841.08984375,12858.599609375,12875.6201171875,3858100,12875.6201171875
2020-09-21,12952.3095703125,12795.08984375,12874.6103515625,12795.1201171875,3612600,12795.1201171875
2020-09-22,12786.91015625,12632.740234375,12786.91015625,12645.509765625,3420700,12645.509765625
2020-09-23,12700.8896484375,12548.0703125,12656.2998046875,12583.8798828125,3552700,12583.8798828125
2020-09-24,12487.48046875,12264.3798828125,12487.48046875,12264.3798828125,4698500,12264.3798828125
2020-09-25,12385.8095703125,12149.8095703125,12312.9404296875,12232.91015625,4286100,12232.91015625
2020-09-28,12462.759765625,12282.3603515625,12282.3603515625,12462.759765625,3002400,12462.759765625
2020-09-29,12571.33984375,12429.7197265625,12488.099609375,12467.73046875,2887800,12467.73046875
2020-09-30,12568.6796875,12466.580078125,12483.650390625,12515.6103515625,2462100,12515.6103515625
2020-10-05,12637.6201171875,12519.1201171875,12567.8798828125,12548.2802734375,2876800,12548.2802734375
2020-10-06,12706.3896484375,12644.08984375,12644.08984375,12704.23046875,3064800,12704.23046875
2020-10-07,12774.3603515625,12619.8095703125,12667.509765625,12746.3701171875,2873000,12746.3701171875
2020-10-08,12887.1904296875,12818.009765625,12832.5400390625,12887.1904296875,3427200,12887.1904296875
2020-10-12,12997.7900390625,12898.8896484375,12959.150390625,12955.91015625,3714400,12955.91015625
2020-10-13,12994.66015625,12857.099609375,12988.4404296875,12947.1298828125,3354400,12947.1298828125
2020-10-14,12960.0,12895.7900390625,12927.08984375,12919.3095703125,3672900,12919.3095703125
2020-10-15,12909.1103515625,12786.259765625,12892.2900390625,12827.8203125,3580300,12827.8203125
2020-10-16,12896.2998046875,12750.3701171875,12814.16015625,12750.3701171875,3718400,12750.3701171875
2020-10-19,12911.41015625,12803.3203125,12803.3203125,12908.33984375,2971300,12908.33984375
2020-10-20,12917.75,12862.3701171875,12889.990234375,12862.3701171875,2623800,12862.3701171875
2020-10-21,12942.1201171875,12846.419921875,12889.8798828125,12877.25,3419400,12877.25
2020-10-22,12917.0302734375,12827.400390625,12854.9697265625,12917.0302734375,3683000,12917.0302734375
2020-10-23,12963.259765625,12875.23046875,12945.1201171875,12898.8203125,3531700,12898.8203125
2020-10-26,12971.580078125,12894.1796875,12923.5498046875,12909.0302734375,4288700,12909.0302734375
2020-10-27,12884.3203125,12821.0703125,12867.76953125,12875.009765625,3583700,12875.009765625
2020-10-28,12879.98046875,12761.330078125,12853.759765625,12793.75,3657900,12793.75
2020-10-29,12699.8203125,12583.3701171875,12687.6396484375,12662.91015625,3741600,12662.91015625
2020-10-30,12656.2900390625,12546.33984375,12651.349609375,12546.33984375,3918600,12546.33984375
2020-11-02,12594.33984375,12480.66015625,12565.3203125,12591.3095703125,2950900,12591.3095703125
2020-11-03,12760.1396484375,12641.2802734375,12641.2802734375,12736.009765625,2946900,12736.009765625
2020-11-04,12885.2802734375,12736.01953125,12766.8603515625,12867.900390625,3335500,12867.900390625
2020-11-05,12918.7998046875,12840.400390625,12878.009765625,12918.7998046875,2946300,12918.7998046875
2020-11-06,12999.16015625,12927.2998046875,12952.490234375,12973.5302734375,3215100,12973.5302734375
2020-11-09,13149.900390625,13048.669921875,13053.98046875,13127.4697265625,3696600,13127.4697265625
2020-11-10,13142.2197265625,13022.919921875,13090.650390625,13081.7197265625,4774300,13081.7197265625
2020-11-11,13262.1904296875,13067.0400390625,13067.0400390625,13262.1904296875,5109800,13262.1904296875
2020-11-12,13324.8603515625,13193.740234375,13324.8603515625,13221.7802734375,3935700,13221.7802734375
2020-11-13,13273.330078125,13170.1201171875,13221.7998046875,13273.330078125,3526400,13273.330078125
2020-11-16,13551.830078125,13356.740234375,13356.740234375,13551.830078125,3858000,13551.830078125
2020-11-17,13780.1201171875,13593.009765625,13723.76953125,13593.009765625,4123400,13593.009765625
2020-11-18,13773.2900390625,13608.7197265625,13628.419921875,13773.2900390625,4140300,13773.2900390625
2020-11-19,13785.919921875,13700.0400390625,13775.259765625,13722.4296875,3973800,13722.4296875
2020-11-20,13726.2197265625,13666.0703125,13702.58984375,13716.4404296875,3869400,13716.4404296875
2020-11-23,13921.16015625,13793.5498046875,13793.5498046875,13878.009765625,4442800,13878.009765625
2020-11-24,13951.169921875,13798.3203125,13918.83984375,13807.1298828125,5153400,13807.1298828125
2020-11-25,13893.2001953125,13731.8095703125,13860.9501953125,13738.830078125,5163800,13738.830078125
2020-11-26,13856.759765625,13763.7900390625,13763.7900390625,13845.66015625,4596800,13845.66015625
2020-11-27,13885.009765625,13811.8095703125,13833.2099609375,13867.08984375,4863800,13867.08984375
2020-11-30,13969.3896484375,13722.8896484375,13917.650390625,13722.8896484375,7445200,13722.8896484375
2020-12-01,13885.669921875,13749.7099609375,13810.5498046875,13885.669921875,6561000,13885.669921875
2020-12-02,13995.7001953125,13894.7001953125,13970.509765625,13989.1396484375,6589100,13989.1396484375
2020-12-03,14049.580078125,13940.0703125,13988.490234375,13977.08984375,6081000,13977.08984375
2020-12-04,14149.5595703125,14010.169921875,14010.169921875,14132.4404296875,6852600,14132.4404296875
2020-12-07,14306.8701171875,14142.01953125,14230.0,14256.599609375,8157200,14256.599609375
2020-12-08,14367.0,14184.580078125,14251.9404296875,14360.400390625,6401000,14360.400390625
2020-12-09,14427.41015625,14336.6904296875,14336.6904296875,14390.1396484375,6287100,14390.1396484375
2020-12-10,14319.3798828125,14191.849609375,14295.150390625,14249.490234375,6332100,14249.490234375
2020-12-11,14353.169921875,14081.419921875,14298.58984375,14261.6904296875,6398300,14261.6904296875
2020-12-14,14270.33984375,14182.25,14238.919921875,14211.0498046875,5733400,14211.0498046875
2020-12-15,14256.5498046875,14053.349609375,14206.330078125,14068.51953125,6314600,14068.51953125
2020-12-16,14339.5,14145.240234375,14145.240234375,14304.4599609375,4861300,14304.4599609375
2020-12-17,14338.400390625,14213.490234375,14326.16015625,14258.9296875,4300900,14258.9296875
2020-12-18,14329.1201171875,14245.599609375,14268.1298828125,14249.9599609375,5686900,14249.9599609375
2020-12-21,14384.9599609375,14166.8896484375,14273.7900390625,14384.9599609375,6280700,14384.9599609375
2020-12-22,14411.9296875,14175.6904296875,14348.1103515625,14177.4599609375,8023200,14177.4599609375
2020-12-23,14247.7900390625,14134.8701171875,14180.7001953125,14223.08984375,5537300,14223.08984375
2020-12-24,14324.419921875,14256.2900390625,14256.2900390625,14280.2802734375,5380500,14280.2802734375
2020-12-25,14400.830078125,14296.9697265625,14306.98046875,14331.419921875,5375300,14331.419921875
2020-12-28,14483.0703125,14363.4501953125,14363.4501953125,14483.0703125,6279800,14483.0703125
2020-12-29,14547.0703125,14435.0302734375,14500.91015625,14472.0498046875,7396000,14472.0498046875
2020-12-30,14695.4404296875,14476.6904296875,14485.9697265625,14687.7001953125,6211900,14687.7001953125
2020-12-31,14760.0595703125,14646.330078125,14704.5302734375,14732.5302734375,5881100,14732.5302734375
